LYLTY_CARD_NBR,TOTAL_SPENDING,TOTAL_TRANSACTIONS,AVG_SALES,LIFESTAGE,PREMIUM_CUSTOMER
230050,50.4,7,7.2,YOUNG FAMILIES,Budget
230051,31.2,5,6.24,OLDER FAMILIES,Budget
230052,13.4,2,6.7,RETIREES,Mainstream
230053,36.2,6,6.033333333333334,YOUNG SINGLES/COUPLES,Mainstream
230054,45.8,7,6.542857142857143,RETIREES,Mainstream
230055,44.4,7,6.3428571428571425,YOUNG SINGLES/COUPLES,Mainstream
230056,25.099999999999998,4,6.2749999999999995,RETIREES,Mainstream
230057,33.6,5,6.720000000000001,OLDER SINGLES/COUPLES,Mainstream
230058,27.0,4,6.75,MIDAGE SINGLES/COUPLES,Mainstream
230059,44.6,7,6.371428571428572,YOUNG SINGLES/COUPLES,Budget
230060,26.0,3,8.666666666666666,YOUNG FAMILIES,Budget
230061,46.4,7,6.628571428571428,OLDER FAMILIES,Premium
230062,52.4,7,7.485714285714286,OLDER SINGLES/COUPLES,Budget
230063,65.9,10,6.590000000000001,OLDER FAMILIES,Mainstream
230064,41.4,6,6.8999999999999995,YOUNG SINGLES/COUPLES,Mainstream
230065,42.4,5,8.48,OLDER FAMILIES,Premium
230066,34.8,6,5.8,RETIREES,Premium
230067,54.2,7,7.742857142857143,RETIREES,Premium
230068,62.7,10,6.2700000000000005,OLDER FAMILIES,Budget
230069,48.1,7,6.871428571428572,RETIREES,Mainstream
230070,48.6,7,6.942857142857143,OLDER FAMILIES,Premium
230071,37.4,6,6.233333333333333,RETIREES,Mainstream
230072,81.8,14,5.8428571428571425,YOUNG SINGLES/COUPLES,Budget
230073,54.2,9,6.022222222222222,YOUNG FAMILIES,Budget
230074,38.2,6,6.366666666666667,OLDER SINGLES/COUPLES,Premium
230075,57.0,9,6.333333333333333,OLDER FAMILIES,Budget
230076,35.6,4,8.9,RETIREES,Mainstream
230077,37.6,6,6.266666666666667,OLDER SINGLES/COUPLES,Mainstream
230078,138.6,17,8.152941176470588,OLDER FAMILIES,Budget
230079,40.2,7,5.742857142857143,YOUNG FAMILIES,Mainstream
230080,65.8,9,7.311111111111111,OLDER FAMILIES,Mainstream
230081,80.2,11,7.290909090909091,MIDAGE SINGLES/COUPLES,Premium
230082,51.2,6,8.533333333333333,RETIREES,Budget
230083,34.6,5,6.92,RETIREES,Mainstream
230084,18.0,3,6.0,NEW FAMILIES,Budget
230085,54.6,8,6.825,OLDER FAMILIES,Mainstream
230086,42.8,6,7.133333333333333,RETIREES,Mainstream
230087,32.7,6,5.45,OLDER SINGLES/COUPLES,Mainstream
230088,68.2,10,6.82,OLDER SINGLES/COUPLES,Mainstream
230089,57.2,8,7.15,YOUNG FAMILIES,Budget
230090,51.2,6,8.533333333333333,RETIREES,Mainstream
230091,48.8,7,6.971428571428571,MIDAGE SINGLES/COUPLES,Mainstream
230092,84.0,11,7.636363636363637,OLDER SINGLES/COUPLES,Mainstream
230093,19.0,3,6.333333333333333,RETIREES,Mainstream
230094,66.1,8,8.2625,OLDER FAMILIES,Premium
230095,39.0,4,9.75,OLDER SINGLES/COUPLES,Premium
230096,52.8,8,6.6,OLDER FAMILIES,Budget
230097,35.6,5,7.12,OLDER FAMILIES,Budget
230098,87.0,12,7.25,OLDER FAMILIES,Budget
230099,45.8,6,7.633333333333333,RETIREES,Premium
230100,54.2,9,6.022222222222222,YOUNG FAMILIES,Budget
230101,45.1,5,9.02,RETIREES,Mainstream
230102,31.4,6,5.233333333333333,OLDER SINGLES/COUPLES,Premium
230103,56.6,7,8.085714285714285,YOUNG SINGLES/COUPLES,Mainstream
230104,51.6,7,7.371428571428572,YOUNG FAMILIES,Mainstream
230105,44.6,6,7.433333333333334,RETIREES,Mainstream
230106,18.0,3,6.0,RETIREES,Mainstream
230107,57.6,9,6.4,MIDAGE SINGLES/COUPLES,Budget
230108,47.9,8,5.9875,MIDAGE SINGLES/COUPLES,Mainstream
230109,23.8,4,5.95,YOUNG FAMILIES,Budget
230110,67.8,10,6.779999999999999,YOUNG FAMILIES,Premium
230111,29.8,4,7.45,MIDAGE SINGLES/COUPLES,Mainstream
230112,61.6,7,8.8,OLDER FAMILIES,Budget
230113,63.6,8,7.95,YOUNG FAMILIES,Budget
230114,32.4,7,4.628571428571428,OLDER FAMILIES,Budget
230115,56.0,7,8.0,YOUNG FAMILIES,Premium
230116,75.0,10,7.5,OLDER SINGLES/COUPLES,Premium
230117,27.6,4,6.9,MIDAGE SINGLES/COUPLES,Mainstream
230118,38.0,6,6.333333333333333,RETIREES,Budget
230119,80.6,12,6.716666666666666,OLDER SINGLES/COUPLES,Mainstream
230120,36.2,6,6.033333333333334,RETIREES,Mainstream
230121,36.8,5,7.359999999999999,OLDER FAMILIES,Premium
230122,33.4,4,8.35,OLDER SINGLES/COUPLES,Budget
230123,53.1,9,5.9,YOUNG FAMILIES,Budget
230124,64.8,7,9.257142857142856,YOUNG FAMILIES,Budget
230125,47.2,7,6.742857142857143,YOUNG FAMILIES,Mainstream
230126,15.3,3,5.1000000000000005,YOUNG FAMILIES,Premium
230127,30.2,5,6.04,YOUNG SINGLES/COUPLES,Budget
230128,38.8,6,6.466666666666666,RETIREES,Budget
230129,43.1,6,7.183333333333334,YOUNG SINGLES/COUPLES,Budget
230130,31.400000000000002,5,6.28,OLDER SINGLES/COUPLES,Budget
230131,19.2,4,4.8,OLDER SINGLES/COUPLES,Mainstream
230132,34.4,5,6.88,MIDAGE SINGLES/COUPLES,Mainstream
230133,45.8,6,7.633333333333333,OLDER SINGLES/COUPLES,Budget
230134,57.0,8,7.125,OLDER FAMILIES,Premium
230135,57.8,9,6.422222222222222,OLDER SINGLES/COUPLES,Premium
230136,11.0,2,5.5,RETIREES,Mainstream
230137,32.0,5,6.4,RETIREES,Budget
230138,93.6,12,7.8,MIDAGE SINGLES/COUPLES,Mainstream
230139,74.2,10,7.42,YOUNG FAMILIES,Mainstream
230140,90.6,11,8.236363636363636,OLDER FAMILIES,Budget
230141,38.199999999999996,7,5.457142857142856,OLDER FAMILIES,Premium
230142,60.6,8,7.575,OLDER SINGLES/COUPLES,Mainstream
230143,51.599999999999994,8,6.449999999999999,YOUNG SINGLES/COUPLES,Mainstream
230144,68.8,9,7.644444444444444,YOUNG FAMILIES,Budget
230145,65.0,9,7.222222222222222,OLDER FAMILIES,Premium
230146,34.6,5,6.92,RETIREES,Budget
230147,46.6,7,6.6571428571428575,YOUNG FAMILIES,Premium
230148,58.2,9,6.466666666666667,OLDER FAMILIES,Mainstream
230149,26.0,3,8.666666666666666,RETIREES,Mainstream
230150,49.4,9,5.488888888888889,MIDAGE SINGLES/COUPLES,Budget
230151,34.8,5,6.959999999999999,OLDER SINGLES/COUPLES,Premium
230152,50.2,8,6.275,YOUNG SINGLES/COUPLES,Budget
230153,37.4,6,6.233333333333333,OLDER SINGLES/COUPLES,Mainstream
230154,124.4,14,8.885714285714286,OLDER FAMILIES,Budget
230155,63.6,8,7.95,OLDER FAMILIES,Premium
230156,41.4,6,6.8999999999999995,RETIREES,Premium
230157,35.6,6,5.933333333333334,NEW FAMILIES,Mainstream
230158,49.6,7,7.085714285714286,YOUNG FAMILIES,Budget
230159,62.6,7,8.942857142857143,OLDER SINGLES/COUPLES,Budget
230160,64.4,9,7.155555555555556,RETIREES,Mainstream
230161,74.2,10,7.42,YOUNG FAMILIES,Premium
230162,35.2,5,7.040000000000001,RETIREES,Mainstream
230163,67.8,9,7.533333333333333,OLDER FAMILIES,Premium
230164,32.0,6,5.333333333333333,MIDAGE SINGLES/COUPLES,Premium
230165,55.2,9,6.133333333333334,YOUNG SINGLES/COUPLES,Premium
230166,46.2,6,7.7,RETIREES,Budget
230167,34.4,5,6.88,OLDER SINGLES/COUPLES,Mainstream
230168,25.8,5,5.16,MIDAGE SINGLES/COUPLES,Budget
230169,37.8,6,6.3,YOUNG FAMILIES,Premium
230170,30.2,4,7.55,YOUNG SINGLES/COUPLES,Mainstream
230171,43.1,7,6.1571428571428575,MIDAGE SINGLES/COUPLES,Mainstream
230172,56.6,8,7.075,OLDER FAMILIES,Premium
230173,39.1,6,6.516666666666667,RETIREES,Mainstream
230174,38.8,6,6.466666666666666,NEW FAMILIES,Budget
230175,48.4,7,6.914285714285714,YOUNG FAMILIES,Mainstream
230176,99.60000000000001,15,6.640000000000001,OLDER FAMILIES,Mainstream
230177,27.8,4,6.95,OLDER FAMILIES,Mainstream
230178,11.2,2,5.6,RETIREES,Mainstream
230179,56.8,7,8.114285714285714,MIDAGE SINGLES/COUPLES,Budget
230180,41.4,5,8.28,RETIREES,Mainstream
230181,60.0,9,6.666666666666667,YOUNG FAMILIES,Budget
230182,44.0,7,6.285714285714286,OLDER FAMILIES,Budget
230183,51.3,9,5.699999999999999,MIDAGE SINGLES/COUPLES,Premium
230184,55.599999999999994,8,6.949999999999999,OLDER SINGLES/COUPLES,Budget
230185,105.9,13,8.146153846153847,OLDER SINGLES/COUPLES,Premium
230186,56.2,7,8.028571428571428,YOUNG FAMILIES,Budget
230187,21.6,4,5.4,YOUNG SINGLES/COUPLES,Premium
230188,38.0,5,7.6,RETIREES,Mainstream
230189,34.7,5,6.94,YOUNG FAMILIES,Mainstream
230190,36.6,5,7.32,OLDER SINGLES/COUPLES,Mainstream
230191,62.900000000000006,10,6.290000000000001,OLDER FAMILIES,Budget
230192,68.6,9,7.622222222222222,YOUNG FAMILIES,Mainstream
230193,107.8,13,8.292307692307691,YOUNG FAMILIES,Budget
230194,42.400000000000006,6,7.066666666666667,RETIREES,Mainstream
230195,44.3,7,6.328571428571428,RETIREES,Mainstream
230196,65.6,9,7.288888888888888,YOUNG FAMILIES,Mainstream
230197,17.3,3,5.766666666666667,RETIREES,Mainstream
230198,75.0,12,6.25,OLDER FAMILIES,Premium
230199,32.6,4,8.15,RETIREES,Mainstream
230200,72.8,8,9.1,RETIREES,Premium
230201,44.6,6,7.433333333333334,OLDER SINGLES/COUPLES,Premium
230202,30.2,5,6.04,MIDAGE SINGLES/COUPLES,Premium
230203,105.0,15,7.0,OLDER FAMILIES,Mainstream
230204,84.4,12,7.033333333333334,YOUNG FAMILIES,Premium
230205,66.1,10,6.609999999999999,OLDER FAMILIES,Mainstream
230206,61.0,8,7.625,OLDER FAMILIES,Premium
230207,44.2,6,7.366666666666667,OLDER SINGLES/COUPLES,Mainstream
230208,27.2,4,6.8,RETIREES,Premium
230209,16.8,2,8.4,OLDER SINGLES/COUPLES,Mainstream
230210,37.2,6,6.2,YOUNG FAMILIES,Premium
230211,64.80000000000001,8,8.100000000000001,YOUNG FAMILIES,Budget
230212,51.8,6,8.633333333333333,OLDER SINGLES/COUPLES,Premium
230213,20.4,3,6.8,RETIREES,Premium
230214,70.4,8,8.8,MIDAGE SINGLES/COUPLES,Mainstream
230215,28.0,4,7.0,MIDAGE SINGLES/COUPLES,Budget
230216,74.8,10,7.4799999999999995,YOUNG FAMILIES,Mainstream
230217,41.4,7,5.914285714285714,OLDER SINGLES/COUPLES,Premium
230218,42.400000000000006,7,6.057142857142858,OLDER SINGLES/COUPLES,Budget
230219,43.6,6,7.266666666666667,RETIREES,Premium
230220,77.0,11,7.0,RETIREES,Mainstream
230221,79.4,10,7.94,RETIREES,Mainstream
230222,76.60000000000001,12,6.383333333333334,YOUNG FAMILIES,Mainstream
230223,54.4,8,6.8,MIDAGE SINGLES/COUPLES,Mainstream
230224,68.2,10,6.82,YOUNG FAMILIES,Mainstream
230225,18.200000000000003,2,9.100000000000001,RETIREES,Mainstream
230226,66.8,10,6.68,MIDAGE SINGLES/COUPLES,Premium
230227,83.5,11,7.590909090909091,OLDER FAMILIES,Premium
230228,45.4,7,6.485714285714286,MIDAGE SINGLES/COUPLES,Mainstream
230229,58.2,9,6.466666666666667,YOUNG FAMILIES,Mainstream
230231,69.5,12,5.791666666666667,OLDER FAMILIES,Budget
230232,52.2,7,7.457142857142857,OLDER FAMILIES,Mainstream
230233,16.2,3,5.3999999999999995,YOUNG FAMILIES,Mainstream
230234,59.6,7,8.514285714285714,YOUNG FAMILIES,Budget
230235,75.0,9,8.333333333333334,MIDAGE SINGLES/COUPLES,Mainstream
230236,51.4,7,7.3428571428571425,YOUNG SINGLES/COUPLES,Budget
230237,58.8,7,8.4,OLDER FAMILIES,Premium
230238,33.8,6,5.633333333333333,YOUNG SINGLES/COUPLES,Budget
230239,36.4,6,6.066666666666666,OLDER SINGLES/COUPLES,Mainstream
230240,76.8,11,6.9818181818181815,OLDER SINGLES/COUPLES,Mainstream
230241,66.6,9,7.3999999999999995,RETIREES,Budget
230242,50.2,7,7.171428571428572,RETIREES,Mainstream
230243,52.2,8,6.525,OLDER FAMILIES,Mainstream
230244,60.8,9,6.7555555555555555,YOUNG FAMILIES,Budget
230245,27.400000000000002,5,5.48,MIDAGE SINGLES/COUPLES,Mainstream
230246,39.4,6,6.566666666666666,OLDER SINGLES/COUPLES,Budget
230247,47.0,8,5.875,OLDER FAMILIES,Budget
230248,16.8,3,5.6000000000000005,YOUNG SINGLES/COUPLES,Premium
231000,31.4,4,7.85,OLDER SINGLES/COUPLES,Premium
231001,31.4,3,10.466666666666667,OLDER SINGLES/COUPLES,Mainstream
231002,17.4,2,8.7,RETIREES,Mainstream
231003,13.2,2,6.6,YOUNG FAMILIES,Premium
231004,50.6,5,10.120000000000001,YOUNG SINGLES/COUPLES,Mainstream
231005,64.2,7,9.171428571428573,OLDER FAMILIES,Premium
231006,30.5,4,7.625,YOUNG SINGLES/COUPLES,Mainstream
231007,65.0,7,9.285714285714286,OLDER FAMILIES,Budget
231008,36.4,4,9.1,OLDER SINGLES/COUPLES,Premium
231009,39.0,4,9.75,RETIREES,Budget
231010,33.2,4,8.3,YOUNG FAMILIES,Premium
231011,56.4,7,8.057142857142857,MIDAGE SINGLES/COUPLES,Mainstream
231012,22.4,3,7.466666666666666,OLDER SINGLES/COUPLES,Budget
231013,60.6,7,8.657142857142857,OLDER FAMILIES,Mainstream
231014,48.2,6,8.033333333333333,NEW FAMILIES,Mainstream
231015,33.8,4,8.45,YOUNG SINGLES/COUPLES,Premium
231016,82.8,9,9.2,YOUNG FAMILIES,Budget
231017,94.6,11,8.6,YOUNG FAMILIES,Premium
231018,49.4,6,8.233333333333333,RETIREES,Premium
231019,10.8,1,10.8,YOUNG SINGLES/COUPLES,Budget
231020,27.6,3,9.200000000000001,MIDAGE SINGLES/COUPLES,Mainstream
231021,27.0,3,9.0,RETIREES,Mainstream
231022,54.8,6,9.133333333333333,OLDER FAMILIES,Budget
231023,27.200000000000003,3,9.066666666666668,YOUNG FAMILIES,Budget
231024,94.8,10,9.48,OLDER SINGLES/COUPLES,Premium
231025,17.6,2,8.8,OLDER FAMILIES,Budget
231026,8.8,1,8.8,MIDAGE SINGLES/COUPLES,Mainstream
231027,41.3,5,8.26,RETIREES,Mainstream
231028,20.8,3,6.933333333333334,RETIREES,Mainstream
231029,65.4,7,9.342857142857143,YOUNG FAMILIES,Premium
231030,42.6,5,8.52,RETIREES,Budget
231031,28.599999999999998,3,9.533333333333333,OLDER SINGLES/COUPLES,Premium
231032,34.0,4,8.5,RETIREES,Budget
231033,19.2,3,6.3999999999999995,YOUNG SINGLES/COUPLES,Budget
231034,46.0,5,9.2,RETIREES,Budget
231035,19.200000000000003,2,9.600000000000001,RETIREES,Mainstream
231036,37.2,5,7.44,YOUNG SINGLES/COUPLES,Mainstream
231037,20.8,2,10.4,YOUNG FAMILIES,Budget
231038,7.4,1,7.4,RETIREES,Budget
231039,38.5,3,12.833333333333334,RETIREES,Budget
231040,34.2,4,8.55,OLDER SINGLES/COUPLES,Mainstream
231041,34.2,4,8.55,NEW FAMILIES,Budget
231042,17.4,2,8.7,YOUNG FAMILIES,Budget
231043,8.8,1,8.8,NEW FAMILIES,Mainstream
231044,56.8,7,8.114285714285714,NEW FAMILIES,Budget
231045,34.8,4,8.7,OLDER SINGLES/COUPLES,Mainstream
231046,7.4,1,7.4,YOUNG FAMILIES,Mainstream
231047,35.4,4,8.85,OLDER SINGLES/COUPLES,Budget
231048,50.2,6,8.366666666666667,OLDER SINGLES/COUPLES,Mainstream
231049,45.2,5,9.040000000000001,RETIREES,Mainstream
231050,45.0,5,9.0,YOUNG FAMILIES,Mainstream
231051,58.6,7,8.371428571428572,RETIREES,Premium
231052,9.2,1,9.2,YOUNG SINGLES/COUPLES,Mainstream
231053,38.8,5,7.76,YOUNG SINGLES/COUPLES,Mainstream
231054,28.0,3,9.333333333333334,RETIREES,Budget
231055,52.4,6,8.733333333333333,RETIREES,Budget
231056,50.6,6,8.433333333333334,RETIREES,Mainstream
231057,24.6,3,8.200000000000001,OLDER SINGLES/COUPLES,Mainstream
231058,35.8,4,8.95,MIDAGE SINGLES/COUPLES,Budget
231059,25.4,3,8.466666666666667,OLDER FAMILIES,Mainstream
231060,47.8,5,9.559999999999999,OLDER SINGLES/COUPLES,Premium
231061,23.6,3,7.866666666666667,YOUNG FAMILIES,Mainstream
231062,71.0,8,8.875,RETIREES,Mainstream
231063,34.2,4,8.55,RETIREES,Premium
231064,49.6,5,9.92,MIDAGE SINGLES/COUPLES,Budget
231065,27.200000000000003,3,9.066666666666668,YOUNG FAMILIES,Premium
231066,16.799999999999997,2,8.399999999999999,OLDER SINGLES/COUPLES,Premium
231067,28.599999999999998,3,9.533333333333333,OLDER FAMILIES,Budget
231068,15.2,2,7.6,RETIREES,Mainstream
231069,48.6,6,8.1,RETIREES,Budget
231070,79.60000000000001,9,8.844444444444445,OLDER SINGLES/COUPLES,Premium
231071,8.8,1,8.8,MIDAGE SINGLES/COUPLES,Premium
231072,46.2,5,9.24,NEW FAMILIES,Budget
231073,6.6,1,6.6,OLDER FAMILIES,Budget
231074,10.2,1,10.2,YOUNG FAMILIES,Mainstream
231075,35.2,4,8.8,OLDER SINGLES/COUPLES,Budget
231076,30.4,3,10.133333333333333,OLDER FAMILIES,Budget
231077,85.0,10,8.5,OLDER FAMILIES,Budget
231078,34.8,4,8.7,YOUNG SINGLES/COUPLES,Budget
231079,46.7,6,7.783333333333334,RETIREES,Premium
231080,39.4,5,7.88,OLDER SINGLES/COUPLES,Mainstream
231081,40.8,5,8.16,RETIREES,Mainstream
231082,40.4,4,10.1,RETIREES,Mainstream
231083,27.0,3,9.0,YOUNG FAMILIES,Budget
231084,26.6,3,8.866666666666667,MIDAGE SINGLES/COUPLES,Mainstream
231085,80.8,9,8.977777777777778,YOUNG FAMILIES,Premium
231086,36.0,4,9.0,RETIREES,Mainstream
231087,36.8,4,9.2,OLDER FAMILIES,Budget
231088,31.200000000000003,4,7.800000000000001,OLDER SINGLES/COUPLES,Mainstream
231089,22.4,3,7.466666666666666,OLDER FAMILIES,Budget
231090,26.4,3,8.799999999999999,RETIREES,Premium
231091,10.8,1,10.8,OLDER FAMILIES,Premium
231092,17.6,2,8.8,RETIREES,Budget
231093,41.0,5,8.2,YOUNG FAMILIES,Mainstream
231094,33.2,4,8.3,OLDER SINGLES/COUPLES,Budget
231095,26.0,3,8.666666666666666,YOUNG SINGLES/COUPLES,Mainstream
231096,42.6,5,8.52,OLDER SINGLES/COUPLES,Premium
231097,15.0,2,7.5,YOUNG SINGLES/COUPLES,Mainstream
231098,51.4,6,8.566666666666666,OLDER FAMILIES,Budget
231099,46.2,5,9.24,YOUNG FAMILIES,Mainstream
231100,61.1,7,8.72857142857143,NEW FAMILIES,Budget
231101,17.6,2,8.8,OLDER SINGLES/COUPLES,Premium
231102,44.0,5,8.8,OLDER SINGLES/COUPLES,Budget
231103,42.6,5,8.52,OLDER SINGLES/COUPLES,Premium
231104,39.2,5,7.840000000000001,YOUNG FAMILIES,Mainstream
231105,64.2,6,10.700000000000001,OLDER FAMILIES,Budget
231106,29.2,3,9.733333333333333,OLDER FAMILIES,Budget
231107,33.6,4,8.4,YOUNG FAMILIES,Mainstream
231108,34.599999999999994,4,8.649999999999999,OLDER SINGLES/COUPLES,Budget
231109,45.0,5,9.0,YOUNG SINGLES/COUPLES,Budget
231110,24.0,3,8.0,YOUNG FAMILIES,Budget
231111,37.8,4,9.45,OLDER SINGLES/COUPLES,Budget
231112,29.0,3,9.666666666666666,YOUNG SINGLES/COUPLES,Budget
231113,33.6,4,8.4,OLDER SINGLES/COUPLES,Premium
231114,40.8,5,8.16,OLDER SINGLES/COUPLES,Premium
231115,40.4,5,8.08,NEW FAMILIES,Mainstream
231116,31.400000000000002,4,7.8500000000000005,NEW FAMILIES,Budget
231117,39.6,5,7.92,OLDER SINGLES/COUPLES,Mainstream
231118,29.25,4,7.3125,NEW FAMILIES,Budget
231119,58.6,6,9.766666666666667,MIDAGE SINGLES/COUPLES,Mainstream
231120,81.4,8,10.175,OLDER FAMILIES,Budget
231121,57.0,6,9.5,YOUNG FAMILIES,Budget
231122,30.4,4,7.6,OLDER SINGLES/COUPLES,Budget
231123,32.3,4,8.075,RETIREES,Budget
231124,26.8,3,8.933333333333334,NEW FAMILIES,Premium
231125,15.2,2,7.6,OLDER FAMILIES,Budget
231126,35.8,5,7.159999999999999,RETIREES,Mainstream
231127,38.0,4,9.5,OLDER FAMILIES,Budget
231128,34.8,3,11.6,OLDER SINGLES/COUPLES,Budget
231129,34.6,5,6.92,OLDER SINGLES/COUPLES,Budget
231130,33.400000000000006,4,8.350000000000001,YOUNG SINGLES/COUPLES,Mainstream
231131,46.6,5,9.32,YOUNG FAMILIES,Budget
231132,19.6,3,6.533333333333334,OLDER SINGLES/COUPLES,Mainstream
231133,35.4,4,8.85,YOUNG FAMILIES,Premium
231134,40.599999999999994,5,8.12,YOUNG SINGLES/COUPLES,Mainstream
231135,19.4,2,9.7,OLDER SINGLES/COUPLES,Mainstream
231136,14.8,2,7.4,OLDER SINGLES/COUPLES,Mainstream
231137,67.60000000000001,8,8.450000000000001,OLDER FAMILIES,Premium
231138,53.800000000000004,6,8.966666666666667,RETIREES,Mainstream
231139,39.8,5,7.959999999999999,RETIREES,Budget
231140,40.2,4,10.05,RETIREES,Mainstream
231141,20.6,2,10.3,OLDER FAMILIES,Premium
231142,34.6,4,8.65,NEW FAMILIES,Premium
231143,36.2,4,9.05,YOUNG SINGLES/COUPLES,Mainstream
231144,81.60000000000001,9,9.066666666666668,MIDAGE SINGLES/COUPLES,Mainstream
231145,24.200000000000003,3,8.066666666666668,OLDER SINGLES/COUPLES,Budget
231146,33.8,4,8.45,RETIREES,Budget
231147,8.8,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
231148,43.6,5,8.72,RETIREES,Budget
231149,7.4,1,7.4,NEW FAMILIES,Premium
231150,44.8,5,8.959999999999999,RETIREES,Mainstream
231151,11.8,1,11.8,OLDER FAMILIES,Mainstream
231152,34.599999999999994,4,8.649999999999999,OLDER SINGLES/COUPLES,Budget
231153,26.8,3,8.933333333333334,YOUNG SINGLES/COUPLES,Mainstream
231154,46.6,6,7.766666666666667,MIDAGE SINGLES/COUPLES,Mainstream
231155,17.6,2,8.8,OLDER SINGLES/COUPLES,Mainstream
231156,60.2,7,8.6,OLDER FAMILIES,Budget
231157,30.6,4,7.65,NEW FAMILIES,Mainstream
231158,7.4,1,7.4,YOUNG SINGLES/COUPLES,Budget
231159,18.0,2,9.0,OLDER FAMILIES,Premium
231160,46.2,5,9.24,OLDER SINGLES/COUPLES,Premium
231161,35.599999999999994,4,8.899999999999999,RETIREES,Premium
231162,18.6,2,9.3,YOUNG SINGLES/COUPLES,Budget
231163,40.8,5,8.16,OLDER SINGLES/COUPLES,Mainstream
231164,9.2,1,9.2,OLDER SINGLES/COUPLES,Budget
231165,33.6,4,8.4,OLDER SINGLES/COUPLES,Budget
231166,55.400000000000006,6,9.233333333333334,MIDAGE SINGLES/COUPLES,Mainstream
231167,63.2,7,9.028571428571428,YOUNG FAMILIES,Budget
231168,44.0,5,8.8,RETIREES,Mainstream
231169,62.8,6,10.466666666666667,OLDER SINGLES/COUPLES,Budget
231170,40.6,4,10.15,OLDER FAMILIES,Mainstream
231171,21.8,2,10.9,OLDER SINGLES/COUPLES,Budget
231172,42.6,5,8.52,RETIREES,Premium
231173,56.8,7,8.114285714285714,RETIREES,Mainstream
231174,29.4,3,9.799999999999999,YOUNG FAMILIES,Budget
231175,25.0,3,8.333333333333334,OLDER SINGLES/COUPLES,Premium
231176,28.6,3,9.533333333333333,YOUNG FAMILIES,Premium
231177,43.8,6,7.3,OLDER SINGLES/COUPLES,Budget
231178,72.4,8,9.05,OLDER FAMILIES,Premium
231179,34.2,4,8.55,YOUNG SINGLES/COUPLES,Mainstream
231180,23.200000000000003,3,7.733333333333334,RETIREES,Budget
231181,83.0,9,9.222222222222221,YOUNG FAMILIES,Budget
231182,51.0,5,10.2,OLDER SINGLES/COUPLES,Mainstream
231183,22.6,3,7.533333333333334,OLDER SINGLES/COUPLES,Mainstream
231184,36.6,4,9.15,OLDER SINGLES/COUPLES,Premium
231186,23.2,3,7.733333333333333,RETIREES,Mainstream
231187,16.799999999999997,2,8.399999999999999,RETIREES,Budget
231188,37.65,5,7.529999999999999,OLDER SINGLES/COUPLES,Budget
231189,20.0,2,10.0,RETIREES,Premium
231190,15.799999999999999,2,7.8999999999999995,NEW FAMILIES,Budget
231191,17.799999999999997,3,5.933333333333333,YOUNG SINGLES/COUPLES,Mainstream
231192,35.2,4,8.8,RETIREES,Budget
231193,11.4,1,11.4,MIDAGE SINGLES/COUPLES,Mainstream
231194,33.8,5,6.76,OLDER FAMILIES,Budget
231195,27.4,3,9.133333333333333,YOUNG SINGLES/COUPLES,Premium
231196,7.6,1,7.6,YOUNG FAMILIES,Budget
231197,21.6,2,10.8,YOUNG SINGLES/COUPLES,Budget
231198,53.400000000000006,6,8.9,YOUNG SINGLES/COUPLES,Mainstream
231199,54.6,7,7.8,OLDER SINGLES/COUPLES,Budget
231200,8.8,1,8.8,NEW FAMILIES,Budget
231201,51.4,6,8.566666666666666,YOUNG SINGLES/COUPLES,Mainstream
231202,29.8,3,9.933333333333334,OLDER SINGLES/COUPLES,Mainstream
231204,55.2,6,9.200000000000001,MIDAGE SINGLES/COUPLES,Mainstream
231205,61.2,6,10.200000000000001,YOUNG SINGLES/COUPLES,Mainstream
231206,45.2,5,9.040000000000001,RETIREES,Premium
231207,22.6,3,7.533333333333334,NEW FAMILIES,Mainstream
231208,51.4,5,10.28,MIDAGE SINGLES/COUPLES,Budget
231209,52.6,6,8.766666666666667,YOUNG FAMILIES,Mainstream
231210,49.4,5,9.879999999999999,RETIREES,Mainstream
231211,24.799999999999997,3,8.266666666666666,NEW FAMILIES,Mainstream
231212,58.8,6,9.799999999999999,YOUNG SINGLES/COUPLES,Mainstream
231213,47.0,6,7.833333333333333,YOUNG FAMILIES,Premium
231214,48.2,6,8.033333333333333,YOUNG FAMILIES,Budget
231215,24.6,3,8.200000000000001,RETIREES,Mainstream
231216,27.6,3,9.200000000000001,YOUNG SINGLES/COUPLES,Mainstream
231217,58.8,7,8.4,YOUNG FAMILIES,Budget
231218,24.8,3,8.266666666666667,OLDER FAMILIES,Budget
231219,65.6,7,9.37142857142857,OLDER FAMILIES,Mainstream
231220,33.4,4,8.35,OLDER SINGLES/COUPLES,Mainstream
231221,24.1,3,8.033333333333333,YOUNG SINGLES/COUPLES,Budget
231222,23.1,3,7.7,MIDAGE SINGLES/COUPLES,Mainstream
231223,10.2,1,10.2,YOUNG FAMILIES,Budget
231224,15.799999999999999,2,7.8999999999999995,RETIREES,Budget
231225,16.0,2,8.0,YOUNG SINGLES/COUPLES,Mainstream
231226,45.8,5,9.16,MIDAGE SINGLES/COUPLES,Mainstream
231227,63.6,7,9.085714285714285,YOUNG FAMILIES,Budget
231229,17.6,2,8.8,RETIREES,Premium
231230,30.0,4,7.5,OLDER SINGLES/COUPLES,Mainstream
